"id","itemTime","trial.","kind","option","trainingMessage","color","scenario","qud","value","askedQuestion","bet","sentExpression","RT","language","comments","engagement","difficulty","passed.control","overall.control.score"
"GPQAD0613W",1500315640194,9,"trial","nomatter","nomatter","black","plural","polar","0","dots","dots","certNot",7239,"English",NA,8,3,1,4
"GPQAD0613W",1500315644390,10,"trial","nomatter","nomatter","black","plural","polar","4","dots","dots","prob",4183,"English",NA,8,3,NA,4
"GPQAD0613W",1500315647718,11,"trial","nomatter","nomatter","blue","plural","wh","4","dots","dots","prob",3322,"English",NA,8,3,NA,4
"GPQAD0613W",1500315652337,12,"trial","nomatter","nomatter","black","plural","polar","5","dots","dots","prob",4603,"English",NA,8,3,NA,4
"GPQAD0613W",1500315667284,13,"trial","nomatter","nomatter","blue","dual","wh","5","dots","dots","prob",14941,"English",NA,8,3,NA,4
"GPQAD0613W",1500315673847,14,"trial","nomatter","nomatter","white","dual","polar","4","dots","dots","probNot",6535,"English",NA,8,3,NA,4
"GPQAD0613W",1500315714689,15,"trial","nomatter","nomatter","red","dual","wh","4","dots","dots","probNot",40832,"English",NA,8,3,NA,4
"GPQAD0613W",1500315722448,16,"trial","nomatter","nomatter","red","plural","wh","3","dots","dots","probNot",7739,"English",NA,8,3,NA,4
"GPQAD0613W",1500315729011,17,"trial","nomatter","nomatter","white","dual","polar","3","dots","dots","probNot",6541,"English",NA,8,3,NA,4
"GPQAD0613W",1500315735306,18,"trial","nomatter","nomatter","red","dual","polar","5","dots","dots","prob",6281,"English",NA,8,3,NA,4
"GPQAD0613W",1500315738642,19,"trial","nomatter","nomatter","white","dual","wh","3","dots","dots","probNot",3319,"English",NA,8,3,NA,4
"IXAIO6889W",1500317051606,1,"training","singlebet","probNot","black","nomatter","nomatter","nomatter","wh","dont","dots",13955,"English",NA,10,2,NA,4
"IXAIO6889W",1500317061517,2,"training","multibet","certNot","black","nomatter","nomatter","nomatter","wh","blue","dots",9907,"English",NA,10,2,NA,4
"IXAIO6889W",1500317069076,3,"training","singlebet","cert","black","nomatter","nomatter","nomatter","wh","black","dots",7557,"English",NA,10,2,NA,4
"IXAIO6889W",1500317076978,4,"trial","nomatter","nomatter","blue","dual","wh","10","dots","dots","cert",6788,"English",NA,10,2,1,4
"IXAIO6889W",1500317081809,5,"trial","nomatter","nomatter","red","dual","polar","4","dots","dots","probNot",4828,"English",NA,10,2,NA,4
"IXAIO6889W",1500317086876,6,"trial","nomatter","nomatter","white","plural","wh","5","dots","dots","prob",5062,"English",NA,10,2,NA,4
"IXAIO6889W",1500317089654,7,"trial","nomatter","nomatter","white","dual","wh","5","dots","dots","prob",2774,"English",NA,10,2,NA,4
"IXAIO6889W",1500317092120,8,"trial","nomatter","nomatter","blue","plural","wh","10","dots","dots","cert",2464,"English",NA,10,2,1,4
"IXAIO6889W",1500317095094,9,"trial","nomatter","nomatter","blue","dual","wh","4","dots","dots","probNot",2972,"English",NA,10,2,NA,4
"IXAIO6889W",1500317098610,10,"trial","nomatter","nomatter","blue","dual","polar","5","dots","dots","prob",3514,"English",NA,10,2,NA,4
"IXAIO6889W",1500317101369,11,"trial","nomatter","nomatter","black","plural","polar","0","dots","dots","certNot",2757,"English",NA,10,2,1,4
"IXAIO6889W",1500317103988,12,"trial","nomatter","nomatter","blue","plural","wh","4","dots","dots","probNot",2614,"English",NA,10,2,NA,4
"IXAIO6889W",1500317106151,13,"trial","nomatter","nomatter","blue","plural","polar","3","dots","dots","probNot",2158,"English",NA,10,2,NA,4
"IXAIO6889W",1500317108382,14,"trial","nomatter","nomatter","black","dual","wh","0","dots","dots","certNot",2230,"English",NA,10,2,1,4
"IXAIO6889W",1500317111581,15,"trial","nomatter","nomatter","red","dual","wh","3","dots","dots","probNot",3194,"English",NA,10,2,NA,4
"IXAIO6889W",1500317114607,16,"trial","nomatter","nomatter","white","plural","polar","5","dots","dots","prob",3021,"English",NA,10,2,NA,4
"IXAIO6889W",1500317118009,17,"trial","nomatter","nomatter","red","plural","wh","3","dots","dots","probNot",3396,"English",NA,10,2,NA,4
"IXAIO6889W",1500317120590,18,"trial","nomatter","nomatter","white","dual","polar","3","dots","dots","probNot",2576,"English",NA,10,2,NA,4
"IXAIO6889W",1500317125144,19,"trial","nomatter","nomatter","black","plural","polar","4","dots","dots","probNot",4553,"English",NA,10,2,NA,4
"IXRZV8397C",1500315427190,1,"training","singlebet","probNot","red","nomatter","nomatter","nomatter","wh","dont","dots",14916,"English",NA,10,0,NA,4
"IXRZV8397C",1500315431740,2,"training","multibet","prob","red","nomatter","nomatter","nomatter","wh","red","dots",4530,"English",NA,10,0,NA,4
"IXRZV8397C",1500315435168,3,"training","multibet","cert","black","nomatter","nomatter","nomatter","wh","black","dots",3407,"English",NA,10,0,NA,4
"IXRZV8397C",1500315444290,4,"trial","nomatter","nomatter","red","dual","wh","5","dots","dots","prob",8026,"English",NA,10,0,NA,4
"IXRZV8397C",1500315449186,5,"trial","nomatter","nomatter","blue","plural","wh","0","dots","dots","certNot",4879,"English",NA,10,0,1,4
"IXRZV8397C",1500315453452,6,"trial","nomatter","nomatter","black","dual","wh","3","dots","dots","probNot",4252,"English",NA,10,0,NA,4
"IXRZV8397C",1500315456688,7,"trial","nomatter","nomatter","black","plural","polar","4","dots","dots","prob",3224,"English",NA,10,0,NA,4
"IXRZV8397C",1500315460228,8,"trial","nomatter","nomatter","blue","plural","wh","3","dots","dots","prob",3521,"English",NA,10,0,NA,4
"IXRZV8397C",1500315462137,9,"trial","nomatter","nomatter","blue","plural","wh","10","dots","dots","cert",1890,"English",NA,10,0,1,4
"IXRZV8397C",1500315468636,10,"trial","nomatter","nomatter","red","dual","polar","4","dots","dots","probNot",6493,"English",NA,10,0,NA,4
"IXRZV8397C",1500315472422,11,"trial","nomatter","nomatter","white","dual","polar","3","dots","dots","probNot",3763,"English",NA,10,0,NA,4
"IXRZV8397C",1500315474364,12,"trial","nomatter","nomatter","black","plural","polar","5","dots","dots","prob",1923,"English",NA,10,0,NA,4
"IXRZV8397C",1500315480430,13,"trial","nomatter","nomatter","white","dual","wh","4","dots","dots","probNot",6051,"English",NA,10,0,NA,4
"IXRZV8397C",1500315482658,14,"trial","nomatter","nomatter","black","dual","polar","5","dots","dots","prob",2214,"English",NA,10,0,NA,4
"IXRZV8397C",1500315484389,15,"trial","nomatter","nomatter","white","plural","polar","10","dots","dots","cert",1719,"English",NA,10,0,1,4
"IXRZV8397C",1500315487661,16,"trial","nomatter","nomatter","blue","plural","polar","3","dots","dots","prob",3253,"English",NA,10,0,NA,4
"IXRZV8397C",1500315489427,17,"trial","nomatter","nomatter","white","plural","wh","5","dots","dots","prob",1738,"English",NA,10,0,NA,4
"IXRZV8397C",1500315492827,18,"trial","nomatter","nomatter","red","dual","polar","0","dots","dots","certNot",3384,"English",NA,10,0,1,4
"IXRZV8397C",1500315494941,19,"trial","nomatter","nomatter","white","plural","wh","4","dots","dots","prob",2086,"English",NA,10,0,NA,4
"JWLQZ5879S",1500315422001,1,"training","singlebet","cert","red","nomatter","nomatter","nomatter","wh","red","dots",7785,"English","No",10,0,NA,4
"JWLQZ5879S",1500315430768,2,"training","singlebet","prob","black","nomatter","nomatter","nomatter","wh","black","dots",8764,"English","No",10,0,NA,4
"JWLQZ5879S",1500315439779,3,"training","multibet","probNot","black","nomatter","nomatter","nomatter","wh","red","dots",9008,"English","No",10,0,NA,4
"JWLQZ5879S",1500315449642,4,"trial","nomatter","nomatter","red","plural","wh","4","dots","dots","probNot",8512,"English","No",10,0,NA,4
"JWLQZ5879S",1500315456937,5,"trial","nomatter","nomatter","black","plural","polar","5","dots","dots","prob",7291,"English","No",10,0,NA,4
"JWLQZ5879S",1500315458864,6,"trial","nomatter","nomatter","black","dual","wh","10","dots","dots","cert",1923,"English","No",10,0,1,4
"JWLQZ5879S",1500315462387,7,"trial","nomatter","nomatter","blue","plural","polar","3","dots","dots","probNot",3521,"English","No",10,0,NA,4
"JWLQZ5879S",1500315465601,8,"trial","nomatter","nomatter","black","plural","wh","5","dots","dots","prob",3211,"English","No",10,0,NA,4
"JWLQZ5879S",1500315468533,9,"trial","nomatter","nomatter","red","dual","wh","3","dots","dots","probNot",2930,"English","No",10,0,NA,4
"JWLQZ5879S",1500315472662,10,"trial","nomatter","nomatter","white","dual","wh","5","dots","dots","prob",4122,"English","No",10,0,NA,4
"JWLQZ5879S",1500315474966,11,"trial","nomatter","nomatter","black","dual","polar","3","dots","dots","probNot",2299,"English","No",10,0,NA,4
"JWLQZ5879S",1500315477766,12,"trial","nomatter","nomatter","white","dual","polar","4","dots","dots","probNot",2792,"English","No",10,0,NA,4
"JWLQZ5879S",1500315480173,13,"trial","nomatter","nomatter","white","plural","polar","0","dots","dots","certNot",2401,"English","No",10,0,1,4
"JWLQZ5879S",1500315482503,14,"trial","nomatter","nomatter","white","plural","polar","4","dots","dots","probNot",2325,"English","No",10,0,NA,4
"JWLQZ5879S",1500315484711,15,"trial","nomatter","nomatter","white","dual","wh","0","dots","dots","certNot",2203,"English","No",10,0,1,4
"JWLQZ5879S",1500315487072,16,"trial","nomatter","nomatter","blue","dual","polar","10","dots","dots","cert",2355,"English","No",10,0,1,4
"JWLQZ5879S",1500315489456,17,"trial","nomatter","nomatter","black","dual","polar","5","dots","dots","prob",2379,"English","No",10,0,NA,4
"JWLQZ5879S",1500315491546,18,"trial","nomatter","nomatter","white","plural","wh","3","dots","dots","probNot",2085,"English","No",10,0,NA,4
"JWLQZ5879S",1500315493726,19,"trial","nomatter","nomatter","blue","dual","wh","4","dots","dots","probNot",2173,"English","No",10,0,NA,4
"LPATN3206X",1500315594519,1,"training","multibet","prob","black","nomatter","nomatter","nomatter","wh","black","dots",23695,"English","This was fun! Thank you :)",8,0,NA,4
"LPATN3206X",1500315611047,2,"training","multibet","cert","black","nomatter","nomatter","nomatter","wh","black","dots",16527,"English","This was fun! Thank you :)",8,0,NA,4
"LPATN3206X",1500315625872,3,"training","singlebet","certNot","black","nomatter","nomatter","nomatter","black","dont","dots",14824,"English","This was fun! Thank you :)",8,0,NA,4
"LPATN3206X",1500315649173,4,"trial","nomatter","nomatter","black","plural","polar","4","dots","dots","prob",12571,"English","This was fun! Thank you :)",8,0,NA,4
"LPATN3206X",1500315662020,5,"trial","nomatter","nomatter","black","plural","wh","4","dots","dots","prob",12842,"English","This was fun! Thank you :)",8,0,NA,4
"LPATN3206X",1500315670091,6,"trial","nomatter","nomatter","black","plural","polar","5","dots","dots","prob",8068,"English","This was fun! Thank you :)",8,0,NA,4
"LPATN3206X",1500315679437,7,"trial","nomatter","nomatter","blue","plural","polar","3","dots","dots","probNot",9344,"English","This was fun! Thank you :)",8,0,NA,4
"LPATN3206X",1500315685151,8,"trial","nomatter","nomatter","blue","dual","polar","5","dots","dots","prob",5711,"English","This was fun! Thank you :)",8,0,NA,4
"LPATN3206X",1500315692418,9,"trial","nomatter","nomatter","black","plural","wh","5","dots","dots","prob",7263,"English","This was fun! Thank you :)",8,0,NA,4
"LPATN3206X",1500315697447,10,"trial","nomatter","nomatter","white","dual","polar","0","dots","dots","certNot",5027,"English","This was fun! Thank you :)",8,0,1,4
"LPATN3206X",1500315703589,11,"trial","nomatter","nomatter","blue","dual","wh","3","dots","dots","probNot",6138,"English","This was fun! Thank you :)",8,0,NA,4
"LPATN3206X",1500315707940,12,"trial","nomatter","nomatter","white","dual","polar","10","dots","dots","cert",4349,"English","This was fun! Thank you :)",8,0,1,4
"LPATN3206X",1500315712066,13,"trial","nomatter","nomatter","blue","dual","polar","3","dots","dots","probNot",4122,"English","This was fun! Thank you :)",8,0,NA,4
"LPATN3206X",1500315718334,14,"trial","nomatter","nomatter","blue","dual","wh","0","dots","dots","certNot",6262,"English","This was fun! Thank you :)",8,0,1,4
"LPATN3206X",1500315723414,15,"trial","nomatter","nomatter","red","dual","polar","10","dots","dots","cert",5074,"English","This was fun! Thank you :)",8,0,1,4
"LPATN3206X",1500315733876,16,"trial","nomatter","nomatter","white","dual","wh","5","dots","dots","prob",10457,"English","This was fun! Thank you :)",8,0,NA,4
"LPATN3206X",1500315738813,17,"trial","nomatter","nomatter","blue","dual","polar","4","dots","dots","probNot",4934,"English","This was fun! Thank you :)",8,0,NA,4
"LPATN3206X",1500315745002,18,"trial","nomatter","nomatter","white","plural","wh","3","dots","dots","probNot",6185,"English","This was fun! Thank you :)",8,0,NA,4
"LPATN3206X",1500315749980,19,"trial","nomatter","nomatter","blue","dual","wh","4","dots","dots","probNot",4976,"English","This was fun! Thank you :)",8,0,NA,4
"LSRKJ0371N",1500317220579,1,"training","multibet","prob","black","nomatter","nomatter","nomatter","black","black","dots",20810,"English",NA,10,3,NA,4
"LSRKJ0371N",1500317226042,2,"training","multibet","cert","red","nomatter","nomatter","nomatter","wh","red","dots",5459,"English",NA,10,3,NA,4
"LSRKJ0371N",1500317239585,3,"training","singlebet","probNot","black","nomatter","nomatter","nomatter","wh","dont","dots",13541,"English",NA,10,3,NA,4
"LSRKJ0371N",1500317257995,4,"trial","nomatter","nomatter","red","dual","wh","5","dots","dots","probNot",11844,"English",NA,10,3,NA,4
"LSRKJ0371N",1500317271979,5,"trial","nomatter","nomatter","blue","plural","wh","0","dots","dots","certNot",13976,"English",NA,10,3,1,4
"LSRKJ0371N",1500317277544,6,"trial","nomatter","nomatter","blue","dual","polar","3","dots","dots","probNot",5559,"English",NA,10,3,NA,4
"LSRKJ0371N",1500317280931,7,"trial","nomatter","nomatter","red","dual","wh","10","dots","dots","cert",3383,"English",NA,10,3,1,4
"LSRKJ0371N",1500317287225,8,"trial","nomatter","nomatter","red","dual","polar","5","dots","dots","probNot",6290,"English",NA,10,3,NA,4
"LSRKJ0371N",1500317291173,9,"trial","nomatter","nomatter","white","dual","wh","3","dots","dots","probNot",3944,"English",NA,10,3,NA,4
"LSRKJ0371N",1500317294418,10,"trial","nomatter","nomatter","red","plural","wh","4","dots","dots","probNot",3241,"English",NA,10,3,NA,4
"LSRKJ0371N",1500317303571,11,"trial","nomatter","nomatter","black","plural","polar","5","dots","dots","probNot",9149,"English",NA,10,3,NA,4
"LSRKJ0371N",1500317307661,12,"trial","nomatter","nomatter","black","plural","wh","5","dots","dots","prob",4086,"English",NA,10,3,NA,4
"LSRKJ0371N",1500317310606,13,"trial","nomatter","nomatter","black","plural","polar","3","dots","dots","probNot",2940,"English",NA,10,3,NA,4
"LSRKJ0371N",1500317313905,14,"trial","nomatter","nomatter","red","dual","wh","10","dots","dots","cert",3295,"English",NA,10,3,1,4
"LSRKJ0371N",1500317318181,15,"trial","nomatter","nomatter","white","dual","polar","4","dots","dots","probNot",4270,"English",NA,10,3,NA,4
"LSRKJ0371N",1500317320589,16,"trial","nomatter","nomatter","black","plural","polar","4","dots","dots","probNot",2404,"English",NA,10,3,NA,4
"LSRKJ0371N",1500317322949,17,"trial","nomatter","nomatter","blue","dual","wh","4","dots","dots","probNot",2356,"English",NA,10,3,NA,4
"LSRKJ0371N",1500317326325,18,"trial","nomatter","nomatter","white","dual","polar","0","dots","dots","certNot",3372,"English",NA,10,3,1,4
"LSRKJ0371N",1500317328891,19,"trial","nomatter","nomatter","white","plural","wh","3","dots","dots","probNot",2562,"English",NA,10,3,NA,4
"MCJVW2475I",1500316371775,1,"training","singlebet","probNot","black","nomatter","nomatter","nomatter","black","dont","dots",11371,"ENGLISH","NONE",10,2,NA,4
"MCJVW2475I",1500316383117,2,"training","multibet","prob","red","nomatter","nomatter","nomatter","red","red","dots",11338,"ENGLISH","NONE",10,2,NA,4
"MCJVW2475I",1500316390862,3,"training","singlebet","cert","black","nomatter","nomatter","nomatter","black","black","dots",7740,"ENGLISH","NONE",10,2,NA,4
"MCJVW2475I",1500316403357,4,"trial","nomatter","nomatter","black","dual","polar","4","dots","dots","probNot",8676,"ENGLISH","NONE",10,2,NA,4
"MCJVW2475I",1500316410413,5,"trial","nomatter","nomatter","red","plural","polar","4","dots","dots","prob",7047,"ENGLISH","NONE",10,2,NA,4
"MCJVW2475I",1500316418525,6,"trial","nomatter","nomatter","white","dual","wh","10","dots","dots","cert",8106,"ENGLISH","NONE",10,2,1,4
"MCJVW2475I",1500316421460,7,"trial","nomatter","nomatter","black","dual","wh","3","dots","dots","probNot",2928,"ENGLISH","NONE",10,2,NA,4
"MCJVW2475I",1500316425797,8,"trial","nomatter","nomatter","white","dual","wh","4","dots","dots","probNot",4330,"ENGLISH","NONE",10,2,NA,4
"MCJVW2475I",1500316428995,9,"trial","nomatter","nomatter","red","plural","wh","5","dots","dots","prob",3189,"ENGLISH","NONE",10,2,NA,4
"MCJVW2475I",1500316431371,10,"trial","nomatter","nomatter","red","dual","wh","5","dots","dots","prob",2369,"ENGLISH","NONE",10,2,NA,4
"MCJVW2475I",1500316434612,11,"trial","nomatter","nomatter","white","plural","wh","3","dots","dots","probNot",3233,"ENGLISH","NONE",10,2,NA,4
"MCJVW2475I",1500316436460,12,"trial","nomatter","nomatter","red","plural","polar","5","dots","dots","prob",1842,"ENGLISH","NONE",10,2,NA,4
"MCJVW2475I",1500316438516,13,"trial","nomatter","nomatter","black","plural","wh","10","dots","dots","cert",2047,"ENGLISH","NONE",10,2,1,4
"MCJVW2475I",1500316441339,14,"trial","nomatter","nomatter","red","plural","wh","0","dots","dots","certNot",2816,"ENGLISH","NONE",10,2,1,4
"MCJVW2475I",1500316444275,15,"trial","nomatter","nomatter","white","dual","polar","5","dots","dots","prob",2929,"ENGLISH","NONE",10,2,NA,4
"MCJVW2475I",1500316446691,16,"trial","nomatter","nomatter","blue","dual","polar","3","dots","dots","probNot",2410,"ENGLISH","NONE",10,2,NA,4
"MCJVW2475I",1500316449283,17,"trial","nomatter","nomatter","black","dual","polar","0","dots","dots","certNot",2584,"ENGLISH","NONE",10,2,1,4
"MCJVW2475I",1500316451582,18,"trial","nomatter","nomatter","black","plural","wh","4","dots","dots","prob",2292,"ENGLISH","NONE",10,2,NA,4
"MCJVW2475I",1500316454051,19,"trial","nomatter","nomatter","blue","plural","polar","3","dots","dots","probNot",2457,"ENGLISH","NONE",10,2,NA,4
"MUKIF5510W",1500315597808,1,"training","multibet","prob","black","nomatter","nomatter","nomatter","wh","black","dots",97582,"english",NA,8,1,NA,4
"MUKIF5510W",1500315609401,2,"training","singlebet","probNot","black","nomatter","nomatter","nomatter","black","dont","dots",11591,"english",NA,8,1,NA,4
"MUKIF5510W",1500315615910,3,"training","singlebet","cert","black","nomatter","nomatter","nomatter","black","black","dots",6507,"english",NA,8,1,NA,4
"MUKIF5510W",1500315629396,4,"trial","nomatter","nomatter","white","plural","wh","5","dots","dots","prob",9524,"english",NA,8,1,NA,4
"MUKIF5510W",1500315636725,5,"trial","nomatter","nomatter","blue","dual","polar","4","dots","dots","probNot",7323,"english",NA,8,1,NA,4
"MUKIF5510W",1500315639453,6,"trial","nomatter","nomatter","blue","dual","wh","5","dots","dots","prob",2724,"english",NA,8,1,NA,4
"MUKIF5510W",1500315642799,7,"trial","nomatter","nomatter","red","plural","polar","3","dots","dots","probNot",3342,"english",NA,8,1,NA,4
"MUKIF5510W",1500315645562,8,"trial","nomatter","nomatter","white","dual","polar","5","dots","dots","prob",2759,"english",NA,8,1,NA,4
"MUKIF5510W",1500315648809,9,"trial","nomatter","nomatter","white","dual","wh","4","dots","dots","probNot",3244,"english",NA,8,1,NA,4
"MUKIF5510W",1500315651563,10,"trial","nomatter","nomatter","blue","plural","wh","3","dots","dots","probNot",2750,"english",NA,8,1,NA,4
"MUKIF5510W",1500315654297,11,"trial","nomatter","nomatter","red","dual","wh","3","dots","dots","probNot",2731,"english",NA,8,1,NA,4
"MUKIF5510W",1500315657570,12,"trial","nomatter","nomatter","blue","plural","wh","4","dots","dots","probNot",3270,"english",NA,8,1,NA,4
"MUKIF5510W",1500315660791,13,"trial","nomatter","nomatter","black","dual","polar","10","dots","dots","cert",3216,"english",NA,8,1,1,4
"MUKIF5510W",1500315663374,14,"trial","nomatter","nomatter","red","plural","polar","10","dots","dots","cert",2580,"english",NA,8,1,1,4
"MUKIF5510W",1500315665962,15,"trial","nomatter","nomatter","red","plural","polar","5","dots","dots","prob",2585,"english",NA,8,1,NA,4
"MUKIF5510W",1500315668007,16,"trial","nomatter","nomatter","white","plural","wh","0","dots","dots","certNot",2042,"english",NA,8,1,1,4
"MUKIF5510W",1500315669962,17,"trial","nomatter","nomatter","white","dual","polar","0","dots","dots","certNot",1952,"english",NA,8,1,1,4
"MUKIF5510W",1500315672408,18,"trial","nomatter","nomatter","white","plural","polar","4","dots","dots","prob",2442,"english",NA,8,1,NA,4
"MUKIF5510W",1500315674788,19,"trial","nomatter","nomatter","white","dual","polar","3","dots","dots","probNot",2375,"english",NA,8,1,NA,4
"NVFIQ3441D",1500317042928,1,"training","singlebet","prob","black","nomatter","nomatter","nomatter","wh","black","dots",30420,"English",NA,8,2,NA,4
"NVFIQ3441D",1500317066745,2,"training","multibet","cert","black","nomatter","nomatter","nomatter","wh","black","dots",23816,"English",NA,8,2,NA,4
"NVFIQ3441D",1500317076736,3,"training","singlebet","probNot","black","nomatter","nomatter","nomatter","black","dont","dots",9990,"English",NA,8,2,NA,4
"NVFIQ3441D",1500317116384,4,"trial","nomatter","nomatter","blue","dual","polar","5","dots","dots","prob",23088,"English",NA,8,2,NA,4
"NVFIQ3441D",1500317128518,5,"trial","nomatter","nomatter","blue","dual","wh","3","dots","dots","prob",12132,"English",NA,8,2,NA,4
"NVFIQ3441D",1500317133484,6,"trial","nomatter","nomatter","white","dual","polar","4","dots","dots","probNot",4964,"English",NA,8,2,NA,4
"NVFIQ3441D",1500317144360,7,"trial","nomatter","nomatter","white","dual","wh","4","dots","dots","probNot",10873,"English",NA,8,2,NA,4
"NVFIQ3441D",1500317150627,8,"trial","nomatter","nomatter","black","dual","polar","3","dots","dots","probNot",6264,"English",NA,8,2,NA,4
"NVFIQ3441D",1500317162966,9,"trial","nomatter","nomatter","black","plural","polar","4","dots","dots","probNot",12336,"English",NA,8,2,NA,4
"NVFIQ3441D",1500317172434,10,"trial","nomatter","nomatter","blue","dual","wh","5","dots","dots","prob",9466,"English",NA,8,2,NA,4
"NVFIQ3441D",1500317178848,11,"trial","nomatter","nomatter","black","plural","polar","5","dots","dots","prob",6412,"English",NA,8,2,NA,4
"NVFIQ3441D",1500317185959,12,"trial","nomatter","nomatter","red","plural","polar","0","dots","dots","certNot",7109,"English",NA,8,2,1,4
"NVFIQ3441D",1500317190528,13,"trial","nomatter","nomatter","red","plural","wh","5","dots","dots","prob",4567,"English",NA,8,2,NA,4
"NVFIQ3441D",1500317195758,14,"trial","nomatter","nomatter","blue","plural","polar","0","dots","dots","certNot",5228,"English",NA,8,2,1,4
"NVFIQ3441D",1500317202617,15,"trial","nomatter","nomatter","red","plural","wh","10","dots","dots","cert",6857,"English",NA,8,2,1,4
"NVFIQ3441D",1500317210591,16,"trial","nomatter","nomatter","blue","plural","wh","10","dots","dots","cert",7972,"English",NA,8,2,1,4
"NVFIQ3441D",1500317218275,17,"trial","nomatter","nomatter","black","plural","wh","3","dots","dots","probNot",7682,"English",NA,8,2,NA,4
"NVFIQ3441D",1500317223407,18,"trial","nomatter","nomatter","blue","plural","wh","4","dots","dots","probNot",5130,"English",NA,8,2,NA,4
"NVFIQ3441D",1500317226734,19,"trial","nomatter","nomatter","red","plural","polar","3","dots","dots","probNot",3325,"English",NA,8,2,NA,4
"OGLYQ1526X",1500318949502,1,"training","singlebet","probNot","black","nomatter","nomatter","nomatter","wh","dont","dots",53138,"English","I really like these studies. Please keep them coming. Thank you",10,0,NA,4
"OGLYQ1526X",1500318977016,2,"training","multibet","certNot","red","nomatter","nomatter","nomatter","wh","blue","dots",27512,"English","I really like these studies. Please keep them coming. Thank you",10,0,NA,4
"OGLYQ1526X",1500318994798,3,"training","multibet","cert","red","nomatter","nomatter","nomatter","red","red","dots",17781,"English","I really like these studies. Please keep them coming. Thank you",10,0,NA,4
"OGLYQ1526X",1500319045432,4,"trial","nomatter","nomatter","black","plural","wh","5","dots","dots","prob",24689,"English","I really like these studies. Please keep them coming. Thank you",10,0,NA,4
"OGLYQ1526X",1500319057248,5,"trial","nomatter","nomatter","red","plural","polar","5","dots","dots","cert",11813,"English","I really like these studies. Please keep them coming. Thank you",10,0,NA,4
"OGLYQ1526X",1500319072706,6,"trial","nomatter","nomatter","black","dual","polar","3","dots","dots","probNot",15455,"English","I really like these studies. Please keep them coming. Thank you",10,0,NA,4
"OGLYQ1526X",1500319108648,7,"trial","nomatter","nomatter","black","plural","wh","4","dots","dots","probNot",35939,"English","I really like these studies. Please keep them coming. Thank you",10,0,NA,4
"OGLYQ1526X",1500319121456,8,"trial","nomatter","nomatter","red","plural","polar","4","dots","dots","prob",12804,"English","I really like these studies. Please keep them coming. Thank you",10,0,NA,4
"OGLYQ1526X",1500319126784,9,"trial","nomatter","nomatter","red","plural","polar","3","dots","dots","probNot",5325,"English","I really like these studies. Please keep them coming. Thank you",10,0,NA,4
"OGLYQ1526X",1500319131927,10,"trial","nomatter","nomatter","white","plural","wh","3","dots","dots","prob",5141,"English","I really like these studies. Please keep them coming. Thank you",10,0,NA,4
"OGLYQ1526X",1500319143452,11,"trial","nomatter","nomatter","white","plural","polar","10","dots","dots","cert",11522,"English","I really like these studies. Please keep them coming. Thank you",10,0,1,4
"OGLYQ1526X",1500319149774,12,"trial","nomatter","nomatter","white","dual","wh","4","dots","dots","probNot",6320,"English","I really like these studies. Please keep them coming. Thank you",10,0,NA,4
"OGLYQ1526X",1500319161872,13,"trial","nomatter","nomatter","blue","plural","polar","0","dots","dots","certNot",12095,"English","I really like these studies. Please keep them coming. Thank you",10,0,1,4
"OGLYQ1526X",1500319177568,14,"trial","nomatter","nomatter","blue","dual","polar","4","dots","dots","probNot",15693,"English","I really like these studies. Please keep them coming. Thank you",10,0,NA,4
"OGLYQ1526X",1500319182918,15,"trial","nomatter","nomatter","white","dual","polar","10","dots","dots","cert",5348,"English","I really like these studies. Please keep them coming. Thank you",10,0,1,4
"OGLYQ1526X",1500319190366,16,"trial","nomatter","nomatter","blue","dual","polar","5","dots","dots","prob",7445,"English","I really like these studies. Please keep them coming. Thank you",10,0,NA,4
"OGLYQ1526X",1500319193578,17,"trial","nomatter","nomatter","white","dual","wh","3","dots","dots","probNot",3209,"English","I really like these studies. Please keep them coming. Thank you",10,0,NA,4
"OGLYQ1526X",1500319206612,18,"trial","nomatter","nomatter","white","dual","wh","5","dots","dots","prob",13032,"English","I really like these studies. Please keep them coming. Thank you",10,0,NA,4
"OGLYQ1526X",1500319215751,19,"trial","nomatter","nomatter","black","dual","polar","0","dots","dots","certNot",9137,"English","I really like these studies. Please keep them coming. Thank you",10,0,1,4
"PCASD5042R",1500315844805,1,"training","multibet","certNot","red","nomatter","nomatter","nomatter","wh","black","dots",63415,"English",NA,9,6,NA,4
"PCASD5042R",1500315871938,2,"training","singlebet","probNot","black","nomatter","nomatter","nomatter","wh","dont","dots",27132,"English",NA,9,6,NA,4
"PCASD5042R",1500315886819,3,"training","singlebet","cert","red","nomatter","nomatter","nomatter","red","red","dots",14880,"English",NA,9,6,NA,4
"PCASD5042R",1500315940447,4,"trial","nomatter","nomatter","white","plural","polar","5","dots","dots","prob",29064,"English",NA,9,6,NA,4
"PCASD5042R",1500315952413,5,"trial","nomatter","nomatter","red","dual","polar","4","dots","dots","probNot",11964,"English",NA,9,6,NA,4
"PCASD5042R",1500315964838,6,"trial","nomatter","nomatter","white","dual","polar","3","dots","dots","probNot",12424,"English",NA,9,6,NA,4
"PCASD5042R",1500315981324,7,"trial","nomatter","nomatter","red","dual","wh","0","dots","dots","certNot",16483,"English",NA,9,6,1,4
